COD_PRODUTO;NOMEPRODUTOECOMM;COD_BARRAS;URLECOMMERCEIMG;PRODUCTURL
167;Gelatina de Morango Zero Açúcar Royal 25G;7622300172787;https://imagens.superkoch.com.br/7622300172787.jpg;https://www.superkoch.com.br/produtos/7070085/gelatina-de-morango-zero-acucar-royal-25g
195;Barra de Chocolate 5Star 40G;7622210411501;https://imagens.superkoch.com.br/7622210411501.jpg;https://www.superkoch.com.br/produtos/7064556/barra-de-chocolate-5star-40g
198;Biscoito Amandita Wafer Chocolate Caixa 200G;7896019607636;https://imagens.superkoch.com.br/7896019607636.jpg;https://www.superkoch.com.br/produtos/7065046/biscoito-amandita-wafer-chocolate-caixa-200g
230;Biscoito Cracker de Água e Sal Parati 370G;7896011103013;https://imagens.superkoch.com.br/7896011103013.jpg;https://www.superkoch.com.br/produtos/7065147/biscoito-cracker-de-agua-e-sal-parati-370g
234;Biscoito Parati Água e Sal Pacote 740G;7896011103532;https://imagens.superkoch.com.br/7896011103532.jpg;https://www.superkoch.com.br/produtos/7065340/biscoito-parati-agua-e-sal-pacote-740g
264;Biscoito Cream Cracker Parati 370G;7896011102573;https://imagens.superkoch.com.br/7896011102573.jpg;https://www.superkoch.com.br/produtos/7065151/biscoito-cream-cracker-parati-370g
270;Casquinha Barion Sorvete Caixa 65G;7896018211131;https://imagens.superkoch.com.br/7896018211131.jpg;https://www.superkoch.com.br/produtos/7066416/casquinha-barion-sorvete-caixa-65g
280;Pão de Mel Barion Chocolate 90G;7896018209251;https://imagens.superkoch.com.br/7896018209251.jpg;https://www.superkoch.com.br/produtos/7073602/pao-de-mel-barion-chocolate-90g
295;Tubetes Barion Creme de Avelã com Cacau 50G;7896018210998;https://imagens.superkoch.com.br/7896018210998.jpg;https://www.superkoch.com.br/produtos/7077287/tubetes-barion-creme-de-avela-com-cacau-50g
300;-;7896018201453;-;0
301;Biscoito Doce Sabor Leite Parati 370G;7896011103105;https://imagens.superkoch.com.br/7896011103105.jpg;https://www.superkoch.com.br/produtos/7065192/biscoito-doce-sabor-leite-parati-370g
302;Biscoito Parati Maizena Pacote 370G;7896011103068;https://imagens.superkoch.com.br/7896011103068.jpg;https://www.superkoch.com.br/produtos/7065346/biscoito-parati-maizena-pacote-370g
304;Biscoito Doce Maria Parati 370G;7896011103075;https://imagens.superkoch.com.br/7896011102542.jpg;https://www.superkoch.com.br/produtos/7065189/biscoito-doce-maria-parati-370g
331;Flocos de Milho Pré-Cozido Milharina Quaker 500G;7894321632032;https://imagens.superkoch.com.br/7894321632032.jpg;https://www.superkoch.com.br/produtos/7069706/flocos-de-milho-precozido-milharina-quaker-500g
340;Flocos de Milho Pré-Cozido Polentina Quaker 500G;7894321631011;https://imagens.superkoch.com.br/_0310_7894321631011.jpg;https://www.superkoch.com.br/produtos/7069707/flocos-de-milho-precozido-polentina-quaker-500g
374;-;-;-;0
426;Salgadinho Elma Chips Batata Ruffles 167g;7892840253646;https://imagens.superkoch.com.br/7892840253646.jpg;https://www.superkoch.com.br/produtos/7273546/salgadinho-elma-chips-batata-ruffles-167g
454;Bebida Láctea Toddynho Chocolate 200Ml;7894321722016;https://imagens.superkoch.com.br/7894321722092.jpg;https://www.superkoch.com.br/produtos/7064919/bebida-lactea-toddynho-chocolate-200ml
457;Água de Coco Kero Coco 200Ml;7896828000017;https://imagens.superkoch.com.br/7896828000017.jpg;https://www.superkoch.com.br/produtos/7273547/agua-de-coco-kero-coco-200ml
476;Biscoito Ninfa Rosca Calda Pacote 340G;7896111423691;https://imagens.superkoch.com.br/7896111423691.jpg;https://www.superkoch.com.br/produtos/7065316/biscoito-ninfa-rosca-calda-pacote-340g
478;Biscoito Ninfa Rosca de Calda 500g;7896111422403;https://imagens.superkoch.com.br/7896111422403.jpg;https://www.superkoch.com.br/produtos/7065318/biscoito-ninfa-rosca-de-calda-500g
479;Biscoito Ninfa Rosca Coco 500g;7896111422427;https://imagens.superkoch.com.br/7896111422427.jpg;https://www.superkoch.com.br/produtos/7065317/biscoito-ninfa-rosca-coco-500g
480;Biscoito Ninfa Rosca de Leite 500g;7896111422410;https://imagens.superkoch.com.br/7896111422410.jpg;https://www.superkoch.com.br/produtos/7065319/biscoito-ninfa-rosca-de-leite-500g
482;Biscoito Ninfa Sortidos 500g;7896111422434;https://imagens.superkoch.com.br/7896111422434.jpg;https://www.superkoch.com.br/produtos/7065321/biscoito-ninfa-sortidos-500g
487;Pão de Mel Ninfa 500g;7896111423813;https://imagens.superkoch.com.br/487.jpg;https://www.superkoch.com.br/produtos/7073609/pao-de-mel-ninfa-500g
495;Rolinho Minueto Chocolate Caixa com 40G;7896011104157;https://imagens.superkoch.com.br/7896011104177.jpg;https://www.superkoch.com.br/produtos/7273548/rolinho-minueto-chocolate-caixa-com-40g
515;Geleia de Mocotó Predilecta Morango 180G;7896292305496;https://imagens.superkoch.com.br/7896292305496.jpg;https://www.superkoch.com.br/produtos/7070142/geleia-de-mocoto-predilecta-morango-180g
516;Geleia de Mocotó Natural Predilecta 180G;7896292305489;https://imagens.superkoch.com.br/7896292305489.jpg;https://www.superkoch.com.br/produtos/7070141/geleia-de-mocoto-natural-predilecta-180g
521;Goiabada Predilecta 300G;7896292330054;https://imagens.superkoch.com.br/7896292330054.jpg;https://www.superkoch.com.br/produtos/7070219/goiabada-predilecta-300g
524;Molho de Três Queijos Predilecta 240G;7896292309555;https://imagens.superkoch.com.br/7896292309555.jpg;https://www.superkoch.com.br/produtos/7072745/molho-de-tres-queijos-predilecta-240g
526;Molho Branco Predilecta 240G;7896292309517;https://imagens.superkoch.com.br/7896292309517.jpg;https://www.superkoch.com.br/produtos/7072656/molho-branco-predilecta-240g
573;Goiabada Predilecta Cremosa 2.5Kg;7896292331211;https://imagens.superkoch.com.br/7896292331211.jpg;https://www.superkoch.com.br/produtos/7070220/goiabada-predilecta-cremosa-25kg
575;Farinha de Mandioca Edna 1Kg;7898023560013;https://imagens.superkoch.com.br/7898023560013.jpg;https://www.superkoch.com.br/produtos/7069455/farinha-de-mandioca-edna-1kg
576;Doce de Abóbora com Coco Chaves Embalagem 400G;7896611500441;https://imagens.superkoch.com.br/7896611500441.jpg;https://www.superkoch.com.br/produtos/7068708/doce-de-abobora-com-coco-chaves-embalagem-400g
577;Doce de Banana Chaves 400G;7896611500403;https://imagens.superkoch.com.br/7896611500403.jpg;https://www.superkoch.com.br/produtos/7068717/doce-de-banana-chaves-400g
579;Doce de Goiaba Chaves Embalagem 400G;7896611500434;https://imagens.superkoch.com.br/7896611500434.jpg;https://www.superkoch.com.br/produtos/7068735/doce-de-goiaba-chaves-embalagem-400g
581;Doce de Morango 400G;7896611500397;https://imagens.superkoch.com.br/7896611500397.jpg;https://www.superkoch.com.br/produtos/7068756/doce-de-morango-400g
582;Doce de Uva Chaves Embalagem 400G;7896611500410;https://imagens.superkoch.com.br/7896611500410.jpg;https://www.superkoch.com.br/produtos/7068760/doce-de-uva-chaves-embalagem-400g
593;Erva Mate Regina Embalagem 1Kg;7896184200014;https://imagens.superkoch.com.br/7896184200014.jpg;https://www.superkoch.com.br/produtos/7068985/erva-mate-regina-embalagem-1kg
594;Erva Mate Regina Pacote 500G;7896184200120;https://imagens.superkoch.com.br/7896184200120.jpg;https://www.superkoch.com.br/produtos/7068986/erva-mate-regina-pacote-500g
599;Erva Mate Regina Class Pacote 1Kg;7896184200038;https://imagens.superkoch.com.br/7896184200069.jpg;https://www.superkoch.com.br/produtos/7068984/erva-mate-regina-class-pacote-1kg
602;Bolinha Polvilho Pauli Queijo 80G;7896145805043;https://imagens.superkoch.com.br/7896145805043.jpg;https://www.superkoch.com.br/produtos/7065589/bolinha-polvilho-pauli-queijo-80g
604;Rosca Polvilho Pauli Salgada 80G;7896145805067;https://imagens.superkoch.com.br/7896145805067.jpg;https://www.superkoch.com.br/produtos/7075247/rosca-polvilho-pauli-salgada-80g
607;Suspiro Pauli 100G;7896145800451;https://imagens.superkoch.com.br/7896145800451.jpg;https://www.superkoch.com.br/produtos/7076826/suspiro-pauli-100g
608;Sal Grosso Para Churrasco Zizo 1Kg;7898102710193;https://imagens.superkoch.com.br/7898102710100.jpg;https://www.superkoch.com.br/produtos/7075712/sal-grosso-para-churrasco-zizo-1kg
609;Sal Refinado Zizo 1Kg;7898102710032;https://imagens.superkoch.com.br/7898102710032.jpg;https://www.superkoch.com.br/produtos/7075735/sal-refinado-zizo-1kg
615;Azeitona Vale Fértil Arauco Verde com Caroço Vidro 360G;7896272002247;https://imagens.superkoch.com.br/7896272002247.jpg;https://www.superkoch.com.br/produtos/7064289/azeitona-vale-fertil-arauco-verde-com-caroco-vidro-360g
616;Cobertura Selecta Caramelo Frasco 300G;7896411800215;https://imagens.superkoch.com.br/7896411800215.jpg;https://www.superkoch.com.br/produtos/7067265/cobertura-selecta-caramelo-frasco-300g
617;Cobertura Selecta Chocolate Frasco 300G;7896411800208;https://imagens.superkoch.com.br/7896411800208.jpg;https://www.superkoch.com.br/produtos/7067266/cobertura-selecta-chocolate-frasco-300g
618;Azeitona Vale Fértil Brasil Verde com Caroço Sachet 100G;7896272000496;https://imagens.superkoch.com.br/_0299_7896272000496.jpg;https://www.superkoch.com.br/produtos/7064290/azeitona-vale-fertil-brasil-verde-com-caroco-sachet-100g
619;Cobertura Selecta Morango Frasco 300G;7896411800222;https://imagens.superkoch.com.br/7896411800222.jpg;https://www.superkoch.com.br/produtos/7067267/cobertura-selecta-morango-frasco-300g
620;Emulsificante Emustab Selecta Embalagem 200G;7896411800178;https://imagens.superkoch.com.br/7896411800178.jpg;https://www.superkoch.com.br/produtos/7068875/emulsificante-emustab-selecta-embalagem-200g
623;Super Liga Neutra Selecta para Sorvete Pote 100G;7896411800161;https://imagens.superkoch.com.br/7896411800161.jpg;https://www.superkoch.com.br/produtos/7076800/super-liga-neutra-selecta-para-sorvete-pote-100g
630;Azeitona Vale Fértil Recheada com Pimentão Sachet 150G;7896272004210;https://imagens.superkoch.com.br/7896272004210.jpg;https://www.superkoch.com.br/produtos/7064294/azeitona-vale-fertil-recheada-com-pimentao-sachet-150g
638;Azeitona Vale Fértil Verde Fatiada Sachet 120G;7896272004197;https://imagens.superkoch.com.br/_0296_7896272004197.jpg;https://www.superkoch.com.br/produtos/7064299/azeitona-vale-fertil-verde-fatiada-sachet-120g
639;Azeitona Vale Fértil Verde Fatiada Vidro 160G;7896272000878;https://imagens.superkoch.com.br/7896272000878.jpg;https://www.superkoch.com.br/produtos/7064300/azeitona-vale-fertil-verde-fatiada-vidro-160g
642;Azeitona Vale Fértil Verde Sem Caroço Sachet 120G;7896272004203;https://imagens.superkoch.com.br/7896272004203.jpg;https://www.superkoch.com.br/produtos/7064301/azeitona-vale-fertil-verde-sem-caroco-sachet-120g
646;Azeitona Vale Fértil Verde Sem Caroço Vidro 160G;7896272000830;https://imagens.superkoch.com.br/7896272000830.jpg;https://www.superkoch.com.br/produtos/7064302/azeitona-vale-fertil-verde-sem-caroco-vidro-160g
652;Azeitona Verde Vale Fértil com Caroço Vidro 200G;7896272001585;https://imagens.superkoch.com.br/7896272001585.jpg;https://www.superkoch.com.br/produtos/7064309/azeitona-verde-vale-fertil-com-caroco-vidro-200g
655;Azeitona Vale Fértil Verde com Caroço Vidro 500G;7896272000038;https://imagens.superkoch.com.br/_0301_7896272000038.jpg;https://www.superkoch.com.br/produtos/7064298/azeitona-vale-fertil-verde-com-caroco-vidro-500g
660;Arroz Tio João Branco Pacote 1Kg;7893500020110;https://imagens.superkoch.com.br/7893500020110.jpg;https://www.superkoch.com.br/produtos/7064146/arroz-tio-joao-branco-pacote-1kg
661;Arroz Tio João Branco Pacote 5Kg;7893500020165;https://imagens.superkoch.com.br/7893500020165.jpg;https://www.superkoch.com.br/produtos/7064147/arroz-tio-joao-branco-pacote-5kg
668;Arroz Tio João Cozinha Fácil A Grega Pacote 250G;7893500025337;https://imagens.superkoch.com.br/7893500025450.jpg;https://www.superkoch.com.br/produtos/7064148/arroz-tio-joao-cozinha-facil-a-grega-pacote-250g
670;Farinha de Trigo Nita 1Kg;7898234850019;https://imagens.superkoch.com.br/7898234850019.jpg;https://www.superkoch.com.br/produtos/7069477/farinha-de-trigo-nita-1kg
694;Barra de Cereal Ritter Chocolate e Brownie com 3 Unidades Pacote 25G;7896104870556;https://imagens.superkoch.com.br/7896104870556.jpg;https://www.superkoch.com.br/produtos/7064551/barra-de-cereal-ritter-chocolate-e-brownie-com-3-unidades-pacote-25g
695;Barra de Cereal Ritter Brownie e Chocolate Branco com 3 Unidades Pacote 20G;7896104871669;https://imagens.superkoch.com.br/7896104871669.jpg;https://www.superkoch.com.br/produtos/7064548/barra-de-cereal-ritter-brownie-e-chocolate-branco-com-3-unidades-pacote-20g
698;Barra de Cereal Ritter Castanha Pará com 3 Unidades Pacote 22G;7896104872154;https://imagens.superkoch.com.br/7896104872154.jpg;https://www.superkoch.com.br/produtos/7064550/barra-de-cereal-ritter-castanha-para-com-3-unidades-pacote-22g
707;Doce de Abacaxi Cremoso Ritter Embalagem 400G;7896104802816;https://imagens.superkoch.com.br/7896104802816.jpg;https://www.superkoch.com.br/produtos/7068706/doce-de-abacaxi-cremoso-ritter-embalagem-400g
710;Doce de Figo Cremoso Ritter Pote 400G;7896104802878;https://imagens.superkoch.com.br/7896104802878.jpg;https://www.superkoch.com.br/produtos/7068724/doce-de-figo-cremoso-ritter-pote-400g
711;Doce de Goiaba Cremoso Ritter Pote 400G;7896104802847;https://imagens.superkoch.com.br/7896104802847.jpg;https://www.superkoch.com.br/produtos/7068737/doce-de-goiaba-cremoso-ritter-pote-400g
712;Doce de Morango Cremoso Ritter Pote 400G;7896104802908;https://imagens.superkoch.com.br/_0073_7896104802908.jpg;https://www.superkoch.com.br/produtos/7068758/doce-de-morango-cremoso-ritter-pote-400g
713;Doce de Uva Cremoso Ritter Pote 400G;7896104802892;https://imagens.superkoch.com.br/7896104802892.jpg;https://www.superkoch.com.br/produtos/7068762/doce-de-uva-cremoso-ritter-pote-400g
714;Doce de Abacaxi Cremoso Ritter Light Embalagem 380G;7896104802410;https://imagens.superkoch.com.br/7896104802410.jpg;https://www.superkoch.com.br/produtos/7068707/doce-de-abacaxi-cremoso-ritter-light-embalagem-380g
715;Doce de Figo Cremoso Ritter Light Embalagem 380G;7896104802427;https://imagens.superkoch.com.br/7896104802427.jpg;https://www.superkoch.com.br/produtos/7068723/doce-de-figo-cremoso-ritter-light-embalagem-380g
716;Doce de Goiaba Cremoso Ritter Light Embalagem 380G;7896104802458;https://imagens.superkoch.com.br/7896104802458.jpg;https://www.superkoch.com.br/produtos/7068736/doce-de-goiaba-cremoso-ritter-light-embalagem-380g
717;Doce de Morango Cremoso Ritter Light Pote 380G;7896104802434;https://imagens.superkoch.com.br/7896104802434.jpg;https://www.superkoch.com.br/produtos/7068757/doce-de-morango-cremoso-ritter-light-pote-380g
718;Doce de Uva Cremoso Ritter Light Pote 380G;7896104802496;https://imagens.superkoch.com.br/7896104802496.jpg;https://www.superkoch.com.br/produtos/7068761/doce-de-uva-cremoso-ritter-light-pote-380g
720;Geleia de Abacaxi Ritter Diet Vidro 260G;7896104808610;https://imagens.superkoch.com.br/7896104808610.jpg;https://www.superkoch.com.br/produtos/7070102/geleia-de-abacaxi-ritter-diet-vidro-260g
722;Geleia de Amora Ritter Diet Vidro 260G;7896104808627;https://imagens.superkoch.com.br/7896104808627.jpg;https://www.superkoch.com.br/produtos/7070108/geleia-de-amora-ritter-diet-vidro-260g
725;Geleia de Goiaba Diet Ritter 260G;7896104808634;https://imagens.superkoch.com.br/7896104808634.jpg;https://www.superkoch.com.br/produtos/7070133/geleia-de-goiaba-diet-ritter-260g
727;Geléia de Laranja Ritter Diet  Vidro com  260G;7896104808641;https://imagens.superkoch.com.br/7896104808641.jpg;https://www.superkoch.com.br/produtos/7070139/geleia-de-laranja-ritter-diet-vidro-com-260g
728;Geleia de Morango Ritter Diet Vidro 260G;7896104808665;https://imagens.superkoch.com.br/7896104808665.jpg;https://www.superkoch.com.br/produtos/7070152/geleia-de-morango-ritter-diet-vidro-260g
732;Geleia de Uva Diet Ritter 260G;7896104808696;https://imagens.superkoch.com.br/7896104808696.jpg;https://www.superkoch.com.br/produtos/7070160/geleia-de-uva-diet-ritter-260g
736;Geleia de Abacaxi Ritter Extra Premium Embalagem 310G;7896104805916;https://imagens.superkoch.com.br/7896104805916.jpg;https://www.superkoch.com.br/produtos/7070103/geleia-de-abacaxi-ritter-extra-premium-embalagem-310g
737;Geleia de Amora Ritter Vidro 310G;7896104805923;https://imagens.superkoch.com.br/7896104805923.jpg;https://www.superkoch.com.br/produtos/7070109/geleia-de-amora-ritter-vidro-310g
738;Geleia de Figo Ritter Extra Premium Vidro 310G;7896104805961;https://imagens.superkoch.com.br/7896104805961.jpg;https://www.superkoch.com.br/produtos/7070117/geleia-de-figo-ritter-extra-premium-vidro-310g
740;Geleia de Goiaba Ritter Extra Premium Vidro 310G;7896104805978;https://imagens.superkoch.com.br/7896104805978.jpg;https://www.superkoch.com.br/produtos/7070135/geleia-de-goiaba-ritter-extra-premium-vidro-310g
741;Geleia de Morango Ritter Embalagem 310G;7896104805947;https://imagens.superkoch.com.br/7896104805947.jpg;https://www.superkoch.com.br/produtos/7070153/geleia-de-morango-ritter-embalagem-310g
742;Geleia de Uva Ritter Premium Vidro 310G;7896104805992;https://imagens.superkoch.com.br/7896104805992.jpg;https://www.superkoch.com.br/produtos/7070162/geleia-de-uva-ritter-premium-vidro-310g
744;Achococolatado Lowçucar New Choco Diet 210G;7896292001084;https://imagens.superkoch.com.br/7896292001084.jpg;https://www.superkoch.com.br/produtos/7063377/achococolatado-lowcucar-new-choco-diet-210g
748;Açúcar Magro Light Pacote 400G;7896292001404;https://imagens.superkoch.com.br/7896292001404.jpg;https://www.superkoch.com.br/produtos/7063420/acucar-magro-light-pacote-400g
751;Adoçante Líquido Lowçucar Sucralose 80Ml;7896292040007;https://imagens.superkoch.com.br/7896292040007.jpg;https://www.superkoch.com.br/produtos/7063444/adocante-liquido-lowcucar-sucralose-80ml
752;Granola Tradicional da Magrinha 250G;7896839100041;https://imagens.superkoch.com.br/7896839100041.jpg;https://www.superkoch.com.br/produtos/7070295/granola-tradicional-da-magrinha-250g
753;Adoçante Culinária Lowcucar Lata 400G;7896292005754;https://imagens.superkoch.com.br/7896292005754.jpg;https://www.superkoch.com.br/produtos/7063436/adocante-culinaria-lowcucar-lata-400g
755;Adoçante Líquido Lowçucar SóStevia 80Ml;7896292000971;https://imagens.superkoch.com.br/7896292000971.jpg;https://www.superkoch.com.br/produtos/7063443/adocante-liquido-lowcucar-sostevia-80ml
756;Granola Da Magrinha Cacau Pacote 250G;7896839239512;https://imagens.superkoch.com.br/7896839239512.jpg;https://www.superkoch.com.br/produtos/7070265/granola-da-magrinha-cacau-pacote-250g
761;Adoçante Líquido Plus com Stevia Lowçucar 80Ml;7896292000186;https://imagens.superkoch.com.br/7896292000186.jpg;https://www.superkoch.com.br/produtos/7063448/adocante-liquido-plus-com-stevia-lowcucar-80ml
762;Granola Da Magrinha sem Açúcar 250G;7896839151265;https://imagens.superkoch.com.br/7896839151265.jpg;https://www.superkoch.com.br/produtos/7070266/granola-da-magrinha-sem-acucar-250g
763;Adoçante Líquido Magro 100Ml;7896292001442;https://imagens.superkoch.com.br/7896292001442.jpg;https://www.superkoch.com.br/produtos/7063445/adocante-liquido-magro-100ml
764;Adoçante Líquido Magro Stevia 80Ml;7896292010000;https://imagens.superkoch.com.br/7896292010000.jpg;https://www.superkoch.com.br/produtos/7063447/adocante-liquido-magro-stevia-80ml
767;Adoçante Líquido Magro com Sucralose 80Ml;7896292001497;https://imagens.superkoch.com.br/7896292001497.jpg;https://www.superkoch.com.br/produtos/7063446/adocante-liquido-magro-com-sucralose-80ml
774;Biscoito Recheado Lowçucar Zero Açucares Sabor Chocolate 120G;7896292000100;https://imagens.superkoch.com.br/7896292000100.jpg;https://www.superkoch.com.br/produtos/7065388/biscoito-recheado-lowcucar-zero-acucares-sabor-chocolate-120g
776;Biscoito Recheado Lowçucar Zero Açucares Sabor Morango 120G;7896292000124;https://imagens.superkoch.com.br/7896292000124.jpg;https://www.superkoch.com.br/produtos/7065389/biscoito-recheado-lowcucar-zero-acucares-sabor-morango-120g
781;Biscoito Wafer de Chocolate e Avelã Zero Lactose Lowçucar 115G;7896292002760;https://imagens.superkoch.com.br/7896292002760.jpg;https://www.superkoch.com.br/produtos/7065513/biscoito-wafer-de-chocolate-e-avela-zero-lactose-lowcucar-115g
787;Biscoito Lowcucar Wafer Light Chocolate Pacote 115G;7896292002746;https://imagens.superkoch.com.br/7896292002746.jpg;https://www.superkoch.com.br/produtos/7065250/biscoito-lowcucar-wafer-light-chocolate-pacote-115g
791;Vinagre De Álcool Heinig 900Ml;7896383300096;https://imagens.superkoch.com.br/7896383300164.jpg;https://www.superkoch.com.br/produtos/7077454/vinagre-de-alcool-heinig-900ml
793;Vinagre De Maçã Heinig 750Ml;7896383300058;https://imagens.superkoch.com.br/7896383300058.jpg;https://www.superkoch.com.br/produtos/7077460/vinagre-de-maca-heinig-750ml
795;Vinagre de Vinho Branco Heinig Embalagem 750Ml;7896383300041;https://imagens.superkoch.com.br/7896383300041.jpg;https://www.superkoch.com.br/produtos/7077463/vinagre-de-vinho-branco-heinig-embalagem-750ml
